번호,문서번호,사업구분,납품사업소,호기,분야,소분야,발행기관,제목,등록일,발행일,등록자,지적유형,검토기관,검토일,미흡_우수사항,관련근거,권고사항,대상품목,권고내용,공유분야(기계),공유분야(계전),공유분야(공통_기타),위배 내용
31,C0019-0066,건설,"새울3,4(신고리5,6)","5,6호기공용",공통,공통,검사업체,Hold point 고객검사 미수행,2024-11-22,2024-11-22,LGE251319,QSDR,검사업체,2024-01-24," 2024년 01월 23일 제작사 품질담당자의 요청에 따라 해당 품목의 CFSI 목록 검토 요청 시, 출하검사 예정일 문의한 결과 해당 제품이 출하됨을 확인함. - QP 및 기술규격서에 Hold Point로 명기된 QVD검토, 포장검사, 출하검사 미완 및 출하승인서 미발행 상태에서 해당 제품이 현장으로 출하됨."," 기술규격서 ATTACHMENT 4-2 HOLD POINT - QVD검토, 포장검사, 출하검사  승인 QP_Rev.0 - QVD검토, 포장검사, 출하검사 공정", 기술규격서 및 QP 요건에 따라 재 검사 수행.  관련자 교육 및 재발방지 대책 수립.,전 품목 해당,정보전달,"공통,펌프,밸브,배관,탱크,열교환기,공기조화기","공통,panel,cable,변압기,계측기",공통,C09
32,C0019-0069,건설,"새울3,4(신고리5,6)","5,6호기공용",공통,공통,검사업체,Hold point 고객검사 미수행,2024-11-22,2024-11-22,sangkook89,QSDR,검사업체,2024-01-24," 2024년 01월 23일 제작사 품질담당자의 요청에 따라 해당 품목의 CFSI 목록 검토 요청 시, 출하검사 예정일 문의한 결과 해당 제품이 출하됨을 확인함. - QP 및 기술규격서에 Hold Point로 명기된 QVD검토, 포장검사, 출하검사 미완 및 출하승인서 미발행 상태에서 해당 제품이 현장으로 출하됨."," 기술규격서 ATTACHMENT 4-2 HOLD POINT - QVD검토, 포장검사, 출하검사  승인 QP_Rev.0 - QVD검토, 포장검사, 출하검사 공정", 기술규격서 및 QP 요건에 따라 재 검사 수행.  관련자 교육 및 재발방지 대책 수립.,전 품목 해당,정보전달,"공통,펌프,밸브,배관,탱크,열교환기,공기조화기","공통,panel,cable,변압기,계측기",공통,A54
33,C0019-0071,건설,"새울3,4(신고리5,6)","5,6호기공용",공통,공통,검사업체,Hold point 고객검사 미수행,2024-11-22,2024-11-22,hs2008962,QSDR,검사업체,2024-01-24," 2024년 01월 23일 제작사 품질담당자의 요청에 따라 해당 품목의 CFSI 목록 검토 요청 시, 출하검사 예정일 문의한 결과 해당 제품이 출하됨을 확인함. - QP 및 기술규격서에 Hold Point로 명기된 QVD검토, 포장검사, 출하검사 미완 및 출하승인서 미발행 상태에서 해당 제품이 현장으로 출하됨."," 기술규격서 ATTACHMENT 4-2 HOLD POINT - QVD검토, 포장검사, 출하검사  승인 QP_Rev.0 - QVD검토, 포장검사, 출하검사 공정", 기술규격서 및 QP 요건에 따라 재 검사 수행.  관련자 교육 및 재발방지 대책 수립.,전 품목 해당,정보전달,"공통,펌프,밸브,배관,탱크,열교환기,공기조화기","공통,panel,cable,변압기,계측기",공통,A64
34,C0019-0073,건설,"새울3,4(신고리5,6)","5,6호기공용",공통,공통,검사업체,Hold point 고객검사 미수행,2024-11-22,2024-11-22,gisu1193,QSDR,검사업체,2024-01-24," 2024년 01월 23일 제작사 품질담당자의 요청에 따라 해당 품목의 CFSI 목록 검토 요청 시, 출하검사 예정일 문의한 결과 해당 제품이 출하됨을 확인함. - QP 및 기술규격서에 Hold Point로 명기된 QVD검토, 포장검사, 출하검사 미완 및 출하승인서 미발행 상태에서 해당 제품이 현장으로 출하됨."," 기술규격서 ATTACHMENT 4-2 HOLD POINT - QVD검토, 포장검사, 출하검사  승인 QP_Rev.0 - QVD검토, 포장검사, 출하검사 공정", 기술규격서 및 QP 요건에 따라 재 검사 수행.  관련자 교육 및 재발방지 대책 수립.,전 품목 해당,정보전달,"공통,펌프,밸브,배관,탱크,열교환기,공기조화기","공통,panel,cable,변압기,계측기",공통,A34
35,C0019-0075,건설,"새울3,4(신고리5,6)","5,6호기공용",공통,공통,검사업체,Hold point 고객검사 미수행,2024-11-22,2024-11-22,jmparkgood,QSDR,검사업체,2024-01-24," 2024년 01월 23일 제작사 품질담당자의 요청에 따라 해당 품목의 CFSI 목록 검토 요청 시, 출하검사 예정일 문의한 결과 해당 제품이 출하됨을 확인함. - QP 및 기술규격서에 Hold Point로 명기된 QVD검토, 포장검사, 출하검사 미완 및 출하승인서 미발행 상태에서 해당 제품이 현장으로 출하됨."," 기술규격서 ATTACHMENT 4-2 HOLD POINT - QVD검토, 포장검사, 출하검사  승인 QP_Rev.0 - QVD검토, 포장검사, 출하검사 공정", 기술규격서 및 QP 요건에 따라 재 검사 수행.  관련자 교육 및 재발방지 대책 수립.,전 품목 해당,정보전달,"공통,펌프,밸브,배관,탱크,열교환기,공기조화기","공통,panel,cable,변압기,계측기",공통,C08
36,C0019-0077,건설,"새울3,4(신고리5,6)","5,6호기공용",공통,공통,검사업체,Hold point 고객검사 미수행,2024-11-22,2024-11-22,sjvalve2,QSDR,검사업체,2024-01-24," 2024년 01월 23일 제작사 품질담당자의 요청에 따라 해당 품목의 CFSI 목록 검토 요청 시, 출하검사 예정일 문의한 결과 해당 제품이 출하됨을 확인함. - QP 및 기술규격서에 Hold Point로 명기된 QVD검토, 포장검사, 출하검사 미완 및 출하승인서 미발행 상태에서 해당 제품이 현장으로 출하됨."," 기술규격서 ATTACHMENT 4-2 HOLD POINT - QVD검토, 포장검사, 출하검사  승인 QP_Rev.0 - QVD검토, 포장검사, 출하검사 공정", 기술규격서 및 QP 요건에 따라 재 검사 수행.  관련자 교육 및 재발방지 대책 수립.,전 품목 해당,정보전달,"공통,펌프,밸브,배관,탱크,열교환기,공기조화기","공통,panel,cable,변압기,계측기",공통,C01
37,C0019-0079,건설,"새울3,4(신고리5,6)","5,6호기공용",공통,공통,검사업체,Hold point 고객검사 미수행,2024-11-22,2024-11-22,hs2006432,QSDR,검사업체,2024-01-24," 2024년 01월 23일 제작사 품질담당자의 요청에 따라 해당 품목의 CFSI 목록 검토 요청 시, 출하검사 예정일 문의한 결과 해당 제품이 출하됨을 확인함. - QP 및 기술규격서에 Hold Point로 명기된 QVD검토, 포장검사, 출하검사 미완 및 출하승인서 미발행 상태에서 해당 제품이 현장으로 출하됨."," 기술규격서 ATTACHMENT 4-2 HOLD POINT - QVD검토, 포장검사, 출하검사  승인 QP_Rev.0 - QVD검토, 포장검사, 출하검사 공정", 기술규격서 및 QP 요건에 따라 재 검사 수행.  관련자 교육 및 재발방지 대책 수립.,전 품목 해당,정보전달,"공통,펌프,밸브,배관,탱크,열교환기,공기조화기","공통,panel,cable,변압기,계측기",공통,A31
38,C0019-0081,건설,"새울3,4(신고리5,6)","5,6호기공용",공통,공통,검사업체,Hold point 고객검사 미수행,2024-11-22,2024-11-22,caos0610,QSDR,검사업체,2024-01-24," 2024년 01월 23일 제작사 품질담당자의 요청에 따라 해당 품목의 CFSI 목록 검토 요청 시, 출하검사 예정일 문의한 결과 해당 제품이 출하됨을 확인함. - QP 및 기술규격서에 Hold Point로 명기된 QVD검토, 포장검사, 출하검사 미완 및 출하승인서 미발행 상태에서 해당 제품이 현장으로 출하됨."," 기술규격서 ATTACHMENT 4-2 HOLD POINT - QVD검토, 포장검사, 출하검사  승인 QP_Rev.0 - QVD검토, 포장검사, 출하검사 공정", 기술규격서 및 QP 요건에 따라 재 검사 수행.  관련자 교육 및 재발방지 대책 수립.,전 품목 해당,정보전달,"공통,펌프,밸브,배관,탱크,열교환기,공기조화기","공통,panel,cable,변압기,계측기",공통,A53
39,C0019-0084,건설,"새울3,4(신고리5,6)","5,6호기공용",공통,공통,검사업체,Hold point 고객검사 미수행,2024-11-22,2024-11-22,nadasnv1,QSDR,검사업체,2024-01-24," 2024년 01월 23일 제작사 품질담당자의 요청에 따라 해당 품목의 CFSI 목록 검토 요청 시, 출하검사 예정일 문의한 결과 해당 제품이 출하됨을 확인함. - QP 및 기술규격서에 Hold Point로 명기된 QVD검토, 포장검사, 출하검사 미완 및 출하승인서 미발행 상태에서 해당 제품이 현장으로 출하됨."," 기술규격서 ATTACHMENT 4-2 HOLD POINT - QVD검토, 포장검사, 출하검사  승인 QP_Rev.0 - QVD검토, 포장검사, 출하검사 공정", 기술규격서 및 QP 요건에 따라 재 검사 수행.  관련자 교육 및 재발방지 대책 수립.,전 품목 해당,정보전달,"공통,펌프,밸브,배관,탱크,열교환기,공기조화기","공통,panel,cable,변압기,계측기",공통,A37
40,C0019-0086,건설,"새울3,4(신고리5,6)","5,6호기공용",공통,공통,검사업체,Hold point 고객검사 미수행,2024-11-22,2024-11-22,sm935501,QSDR,검사업체,2024-01-24," 2024년 01월 23일 제작사 품질담당자의 요청에 따라 해당 품목의 CFSI 목록 검토 요청 시, 출하검사 예정일 문의한 결과 해당 제품이 출하됨을 확인함. - QP 및 기술규격서에 Hold Point로 명기된 QVD검토, 포장검사, 출하검사 미완 및 출하승인서 미발행 상태에서 해당 제품이 현장으로 출하됨."," 기술규격서 ATTACHMENT 4-2 HOLD POINT - QVD검토, 포장검사, 출하검사  승인 QP_Rev.0 - QVD검토, 포장검사, 출하검사 공정", 기술규격서 및 QP 요건에 따라 재 검사 수행.  관련자 교육 및 재발방지 대책 수립.,전 품목 해당,정보전달,"공통,펌프,밸브,배관,탱크,열교환기,공기조화기","공통,panel,cable,변압기,계측기",공통,A09
41,C0019-0088,건설,"새울3,4(신고리5,6)","5,6호기공용",공통,공통,검사업체,Hold point 고객검사 미수행,2024-11-22,2024-11-22,chokh1230,QSDR,검사업체,2024-01-24," 2024년 01월 23일 제작사 품질담당자의 요청에 따라 해당 품목의 CFSI 목록 검토 요청 시, 출하검사 예정일 문의한 결과 해당 제품이 출하됨을 확인함. - QP 및 기술규격서에 Hold Point로 명기된 QVD검토, 포장검사, 출하검사 미완 및 출하승인서 미발행 상태에서 해당 제품이 현장으로 출하됨."," 기술규격서 ATTACHMENT 4-2 HOLD POINT - QVD검토, 포장검사, 출하검사  승인 QP_Rev.0 - QVD검토, 포장검사, 출하검사 공정", 기술규격서 및 QP 요건에 따라 재 검사 수행.  관련자 교육 및 재발방지 대책 수립.,전 품목 해당,정보전달,"공통,펌프,밸브,배관,탱크,열교환기,공기조화기","공통,panel,cable,변압기,계측기",공통,A07
42,C0019-0090,건설,"새울3,4(신고리5,6)","5,6호기공용",공통,공통,검사업체,Hold point 고객검사 미수행,2024-11-22,2024-11-22,lsisjwchoi,QSDR,검사업체,2024-01-24," 2024년 01월 23일 제작사 품질담당자의 요청에 따라 해당 품목의 CFSI 목록 검토 요청 시, 출하검사 예정일 문의한 결과 해당 제품이 출하됨을 확인함. - QP 및 기술규격서에 Hold Point로 명기된 QVD검토, 포장검사, 출하검사 미완 및 출하승인서 미발행 상태에서 해당 제품이 현장으로 출하됨."," 기술규격서 ATTACHMENT 4-2 HOLD POINT - QVD검토, 포장검사, 출하검사  승인 QP_Rev.0 - QVD검토, 포장검사, 출하검사 공정", 기술규격서 및 QP 요건에 따라 재 검사 수행.  관련자 교육 및 재발방지 대책 수립.,전 품목 해당,정보전달,"공통,펌프,밸브,배관,탱크,열교환기,공기조화기","공통,panel,cable,변압기,계측기",공통,A48
43,C0019-0092,건설,"새울3,4(신고리5,6)","5,6호기공용",공통,공통,검사업체,Hold point 고객검사 미수행,2024-11-22,2024-11-22,yurim305,QSDR,검사업체,2024-01-24," 2024년 01월 23일 제작사 품질담당자의 요청에 따라 해당 품목의 CFSI 목록 검토 요청 시, 출하검사 예정일 문의한 결과 해당 제품이 출하됨을 확인함. - QP 및 기술규격서에 Hold Point로 명기된 QVD검토, 포장검사, 출하검사 미완 및 출하승인서 미발행 상태에서 해당 제품이 현장으로 출하됨."," 기술규격서 ATTACHMENT 4-2 HOLD POINT - QVD검토, 포장검사, 출하검사  승인 QP_Rev.0 - QVD검토, 포장검사, 출하검사 공정", 기술규격서 및 QP 요건에 따라 재 검사 수행.  관련자 교육 및 재발방지 대책 수립.,전 품목 해당,정보전달,"공통,펌프,밸브,배관,탱크,열교환기,공기조화기","공통,panel,cable,변압기,계측기",공통,A10
44,C0019-0094,건설,"새울3,4(신고리5,6)","5,6호기공용",공통,공통,검사업체,Hold point 고객검사 미수행,2024-11-22,2024-11-22,skyend0823,QSDR,검사업체,2024-01-24," 2024년 01월 23일 제작사 품질담당자의 요청에 따라 해당 품목의 CFSI 목록 검토 요청 시, 출하검사 예정일 문의한 결과 해당 제품이 출하됨을 확인함. - QP 및 기술규격서에 Hold Point로 명기된 QVD검토, 포장검사, 출하검사 미완 및 출하승인서 미발행 상태에서 해당 제품이 현장으로 출하됨."," 기술규격서 ATTACHMENT 4-2 HOLD POINT - QVD검토, 포장검사, 출하검사  승인 QP_Rev.0 - QVD검토, 포장검사, 출하검사 공정", 기술규격서 및 QP 요건에 따라 재 검사 수행.  관련자 교육 및 재발방지 대책 수립.,전 품목 해당,정보전달,"공통,펌프,밸브,배관,탱크,열교환기,공기조화기","공통,panel,cable,변압기,계측기",공통,C06
45,C0019-0096,건설,"새울3,4(신고리5,6)","5,6호기공용",공통,공통,검사업체,Hold point 고객검사 미수행,2024-11-22,2024-11-22,jhpark04,QSDR,검사업체,2024-01-24," 2024년 01월 23일 제작사 품질담당자의 요청에 따라 해당 품목의 CFSI 목록 검토 요청 시, 출하검사 예정일 문의한 결과 해당 제품이 출하됨을 확인함. - QP 및 기술규격서에 Hold Point로 명기된 QVD검토, 포장검사, 출하검사 미완 및 출하승인서 미발행 상태에서 해당 제품이 현장으로 출하됨."," 기술규격서 ATTACHMENT 4-2 HOLD POINT - QVD검토, 포장검사, 출하검사  승인 QP_Rev.0 - QVD검토, 포장검사, 출하검사 공정", 기술규격서 및 QP 요건에 따라 재 검사 수행.  관련자 교육 및 재발방지 대책 수립.,전 품목 해당,정보전달,"공통,펌프,밸브,배관,탱크,열교환기,공기조화기","공통,panel,cable,변압기,계측기",공통,C02
46,C0019-0097,건설,"새울3,4(신고리5,6)","5,6호기공용",공통,공통,검사업체,Hold point 고객검사 미수행,2024-11-22,2024-11-22,tmc46688,QSDR,검사업체,2024-01-24," 2024년 01월 23일 제작사 품질담당자의 요청에 따라 해당 품목의 CFSI 목록 검토 요청 시, 출하검사 예정일 문의한 결과 해당 제품이 출하됨을 확인함. - QP 및 기술규격서에 Hold Point로 명기된 QVD검토, 포장검사, 출하검사 미완 및 출하승인서 미발행 상태에서 해당 제품이 현장으로 출하됨."," 기술규격서 ATTACHMENT 4-2 HOLD POINT - QVD검토, 포장검사, 출하검사  승인 QP_Rev.0 - QVD검토, 포장검사, 출하검사 공정", 기술규격서 및 QP 요건에 따라 재 검사 수행.  관련자 교육 및 재발방지 대책 수립.,전 품목 해당,정보전달,"공통,펌프,밸브,배관,탱크,열교환기,공기조화기","공통,panel,cable,변압기,계측기",공통,A04
