문서번호,사업구분,납품사업소,호기,분야,소분야,발행기관,제목,등록일,발행일,등록자 아이디,지적유형,검토기관,검토일,미흡_우수사항,관련근거,대상품목,권고내용,공유분야(기계),공유분야(계전),공유분야(공통_기타),위배 내용
M0047-0066,건설,새울3-4(신고리5-6),5-6호기공용,기계,열교환기,검사업체,치수보고서상 현장연결부 치수 기록,2021-12-13,2021-12-13,hiairha,기타,검사업체,44539,안전등급 송풍기 육안 및 치수검사 중 Inlet Transition Flange 치수가 허용오차 범위를 넘어서서 제작됨. - Inlet Transition Flange 치수 불일치(허용오차 : ±3mm) 1) 승인도면 : 482mm x 330mm 2) 제 작 : 433mm x 382mm,도면 : VP-17DP005-GSC-GA Rev.J,기계 품목,정보전달,공통-펌프-밸브-배관-탱크-열교환기-공기조화기,,,A64
M0047-0067,건설,새울3-4(신고리5-6),5-6호기공용,기계,열교환기,검사업체,치수보고서상 현장연결부 치수 기록,2021-12-13,2021-12-13,grand33,기타,검사업체,44539,안전등급 송풍기 육안 및 치수검사 중 Inlet Transition Flange 치수가 허용오차 범위를 넘어서서 제작됨. - Inlet Transition Flange 치수 불일치(허용오차 : ±3mm) 1) 승인도면 : 482mm x 330mm 2) 제 작 : 433mm x 382mm,도면 : VP-17DP005-GSC-GA Rev.J,기계 품목,정보전달,공통-펌프-밸브-배관-탱크-열교환기-공기조화기,,,A09
E0016-0008,건설,새울3-4(신고리5-6),5-6호기공용,계전,공통,검사업체,LED Lamp 자재확인 및 자재성적서 검토 불일치,2021-12-13,2021-12-13,nutcaseg,기타,검사업체,44539,안전등급 송풍기 육안 및 치수검사 중 Inlet Transition Flange 치수가 허용오차 범위를 넘어서서 제작됨. - Inlet Transition Flange 치수 불일치(허용오차 : ±3mm) 1) 승인도면 : 482mm x 330mm 2) 제 작 : 433mm x 382mm,도면 (SL-SKR56-D06-19 Rev.3),Panel 부품 등.,정보전달,,공통-panel-cable-변압기-계측기,,A01
E0016-0009,건설,새울3-4(신고리5-6),5-6호기공용,계전,공통,검사업체,LED Lamp 자재확인 및 자재성적서 검토 불일치,2021-12-13,2021-12-13,hs2006432,기타,검사업체,44539,안전등급 송풍기 육안 및 치수검사 중 Inlet Transition Flange 치수가 허용오차 범위를 넘어서서 제작됨. - Inlet Transition Flange 치수 불일치(허용오차 : ±3mm) 1) 승인도면 : 482mm x 330mm 2) 제 작 : 433mm x 382mm,도면 (SL-SKR56-D06-19 Rev.3),Panel 부품 등.,정보전달,,공통-panel-cable-변압기-계측기,,C03
M0049-0030,건설,새울3-4(신고리5-6),5-6호기공용,기계,공기조화기,검사업체,송풍기 Inlet Transition Flange 치수 불만족,2021-12-13,2021-12-13,buradu,기타,검사업체,44539,안전등급 송풍기 육안 및 치수검사 중 Inlet Transition Flange 치수가 허용오차 범위를 넘어서서 제작됨. - Inlet Transition Flange 치수 불일치(허용오차 : ±3mm) 1) 승인도면 : 482mm x 330mm 2) 제 작 : 433mm x 382mm,승인도면 : M255B-DG-A03-25 Rev.10,기계 및 계전품,정보전달,공통-펌프-밸브-배관-탱크-열교환기-공기조화기,공통-panel-cable-변압기-계측기,공통,A55
M0049-0031,건설,새울3-4(신고리5-6),5-6호기공용,기계,공기조화기,검사업체,송풍기 Inlet Transition Flange 치수 불만족,2021-12-13,2021-12-13,hec081058,기타,검사업체,44539,안전등급 송풍기 육안 및 치수검사 중 Inlet Transition Flange 치수가 허용오차 범위를 넘어서서 제작됨. - Inlet Transition Flange 치수 불일치(허용오차 : ±3mm) 1) 승인도면 : 482mm x 330mm 2) 제 작 : 433mm x 382mm,승인도면 : M255B-DG-A03-25 Rev.10,기계 및 계전품,정보전달,공통-펌프-밸브-배관-탱크-열교환기-공기조화기,공통-panel-cable-변압기-계측기,공통,A66
M0049-0032,건설,새울3-4(신고리5-6),5-6호기공용,기계,공기조화기,검사업체,송풍기 Inlet Transition Flange 치수 불만족,2021-12-13,2021-12-13,ksbaek109,기타,검사업체,44539,안전등급 송풍기 육안 및 치수검사 중 Inlet Transition Flange 치수가 허용오차 범위를 넘어서서 제작됨. - Inlet Transition Flange 치수 불일치(허용오차 : ±3mm) 1) 승인도면 : 482mm x 330mm 2) 제 작 : 433mm x 382mm,승인도면 : M255B-DG-A03-25 Rev.10,기계 및 계전품,정보전달,공통-펌프-밸브-배관-탱크-열교환기-공기조화기,공통-panel-cable-변압기-계측기,공통,A51
M0049-0033,건설,새울3-4(신고리5-6),5-6호기공용,기계,공기조화기,검사업체,송풍기 Inlet Transition Flange 치수 불만족,2021-12-13,2021-12-13,unicorn95,기타,검사업체,44539,안전등급 송풍기 육안 및 치수검사 중 Inlet Transition Flange 치수가 허용오차 범위를 넘어서서 제작됨. - Inlet Transition Flange 치수 불일치(허용오차 : ±3mm) 1) 승인도면 : 482mm x 330mm 2) 제 작 : 433mm x 382mm,승인도면 : M255B-DG-A03-25 Rev.10,기계 및 계전품,정보전달,공통-펌프-밸브-배관-탱크-열교환기-공기조화기,공통-panel-cable-변압기-계측기,공통,A57
M0049-0034,건설,새울3-4(신고리5-6),5-6호기공용,기계,공기조화기,검사업체,송풍기 Inlet Transition Flange 치수 불만족,2021-12-13,2021-12-13,sys230314,기타,검사업체,44539,안전등급 송풍기 육안 및 치수검사 중 Inlet Transition Flange 치수가 허용오차 범위를 넘어서서 제작됨. - Inlet Transition Flange 치수 불일치(허용오차 : ±3mm) 1) 승인도면 : 482mm x 330mm 2) 제 작 : 433mm x 382mm,승인도면 : M255B-DG-A03-25 Rev.10,기계 및 계전품,정보전달,공통-펌프-밸브-배관-탱크-열교환기-공기조화기,공통-panel-cable-변압기-계측기,공통,A57
M0049-0035,건설,새울3-4(신고리5-6),5-6호기공용,기계,공기조화기,검사업체,송풍기 Inlet Transition Flange 치수 불만족,2021-12-13,2021-12-13,DKVKXM1,기타,검사업체,44539,안전등급 송풍기 육안 및 치수검사 중 Inlet Transition Flange 치수가 허용오차 범위를 넘어서서 제작됨. - Inlet Transition Flange 치수 불일치(허용오차 : ±3mm) 1) 승인도면 : 482mm x 330mm 2) 제 작 : 433mm x 382mm,승인도면 : M255B-DG-A03-25 Rev.10,기계 및 계전품,정보전달,공통-펌프-밸브-배관-탱크-열교환기-공기조화기,공통-panel-cable-변압기-계측기,공통,C06
M0049-0036,건설,새울3-4(신고리5-6),5-6호기공용,기계,공기조화기,검사업체,송풍기 Inlet Transition Flange 치수 불만족,2021-12-13,2021-12-13,3zvalve1,기타,검사업체,44539,안전등급 송풍기 육안 및 치수검사 중 Inlet Transition Flange 치수가 허용오차 범위를 넘어서서 제작됨. - Inlet Transition Flange 치수 불일치(허용오차 : ±3mm) 1) 승인도면 : 482mm x 330mm 2) 제 작 : 433mm x 382mm,승인도면 : M255B-DG-A03-25 Rev.10,기계 및 계전품,정보전달,공통-펌프-밸브-배관-탱크-열교환기-공기조화기,공통-panel-cable-변압기-계측기,공통,C11
M0049-0037,건설,새울3-4(신고리5-6),5-6호기공용,기계,공기조화기,검사업체,송풍기 Inlet Transition Flange 치수 불만족,2021-12-13,2021-12-13,pkvalve793,기타,검사업체,44539,안전등급 송풍기 육안 및 치수검사 중 Inlet Transition Flange 치수가 허용오차 범위를 넘어서서 제작됨. - Inlet Transition Flange 치수 불일치(허용오차 : ±3mm) 1) 승인도면 : 482mm x 330mm 2) 제 작 : 433mm x 382mm,승인도면 : M255B-DG-A03-25 Rev.10,기계 및 계전품,정보전달,공통-펌프-밸브-배관-탱크-열교환기-공기조화기,공통-panel-cable-변압기-계측기,공통,A53
M0049-0038,건설,새울3-4(신고리5-6),5-6호기공용,기계,공기조화기,검사업체,송풍기 Inlet Transition Flange 치수 불만족,2021-12-13,2021-12-13,sunae5272,기타,검사업체,44539,안전등급 송풍기 육안 및 치수검사 중 Inlet Transition Flange 치수가 허용오차 범위를 넘어서서 제작됨. - Inlet Transition Flange 치수 불일치(허용오차 : ±3mm) 1) 승인도면 : 482mm x 330mm 2) 제 작 : 433mm x 382mm,승인도면 : M255B-DG-A03-25 Rev.10,기계 및 계전품,정보전달,공통-펌프-밸브-배관-탱크-열교환기-공기조화기,공통-panel-cable-변압기-계측기,공통,A57
M0049-0039,건설,새울3-4(신고리5-6),5-6호기공용,기계,공기조화기,검사업체,송풍기 Inlet Transition Flange 치수 불만족,2021-12-13,2021-12-13,81106487,기타,검사업체,44539,안전등급 송풍기 육안 및 치수검사 중 Inlet Transition Flange 치수가 허용오차 범위를 넘어서서 제작됨. - Inlet Transition Flange 치수 불일치(허용오차 : ±3mm) 1) 승인도면 : 482mm x 330mm 2) 제 작 : 433mm x 382mm,승인도면 : M255B-DG-A03-25 Rev.10,기계 및 계전품,정보전달,공통-펌프-밸브-배관-탱크-열교환기-공기조화기,공통-panel-cable-변압기-계측기,공통,A08
M0046-0038,건설,새울3-4(신고리5-6),5-6호기공용,기계,공통,검사업체,120VAC용 Receptacle 미설치,2021-12-13,2021-12-13,sunae5272,기타,검사업체,44539,안전등급 송풍기 육안 및 치수검사 중 Inlet Transition Flange 치수가 허용오차 범위를 넘어서서 제작됨. - Inlet Transition Flange 치수 불일치(허용오차 : ±3mm) 1) 승인도면 : 482mm x 330mm 2) 제 작 : 433mm x 382mm,"기술규격서 요건 : 9-683-M250 Rev.1 4.06.E.1.g 항. - g. The 120 Vac control system, including space heaters, lighting and plug receptacles, shall be furnished by the supplier with 480 -120/208 V, 60 Hz, step down Class H insulated dry type transformer.",기계 및 계전품,정보전달,공통-펌프-밸브-배관-탱크-열교환기-공기조화기,공통-panel-cable-변압기-계측기,공통,A60
M0046-0039,건설,새울3-4(신고리5-6),5-6호기공용,기계,공통,검사업체,120VAC용 Receptacle 미설치,2021-12-13,2021-12-13,81106487,기타,검사업체,44539,안전등급 송풍기 육안 및 치수검사 중 Inlet Transition Flange 치수가 허용오차 범위를 넘어서서 제작됨. - Inlet Transition Flange 치수 불일치(허용오차 : ±3mm) 1) 승인도면 : 482mm x 330mm 2) 제 작 : 433mm x 382mm,"기술규격서 요건 : 9-683-M250 Rev.1 4.06.E.1.g 항. - g. The 120 Vac control system, including space heaters, lighting and plug receptacles, shall be furnished by the supplier with 480 -120/208 V, 60 Hz, step down Class H insulated dry type transformer.",기계 및 계전품,정보전달,공통-펌프-밸브-배관-탱크-열교환기-공기조화기,공통-panel-cable-변압기-계측기,공통,A07
M0046-0040,건설,새울3-4(신고리5-6),5-6호기공용,기계,공통,검사업체,120VAC용 Receptacle 미설치,2021-12-13,2021-12-13,jspark,기타,검사업체,44539,안전등급 송풍기 육안 및 치수검사 중 Inlet Transition Flange 치수가 허용오차 범위를 넘어서서 제작됨. - Inlet Transition Flange 치수 불일치(허용오차 : ±3mm) 1) 승인도면 : 482mm x 330mm 2) 제 작 : 433mm x 382mm,"기술규격서 요건 : 9-683-M250 Rev.1 4.06.E.1.g 항. - g. The 120 Vac control system, including space heaters, lighting and plug receptacles, shall be furnished by the supplier with 480 -120/208 V, 60 Hz, step down Class H insulated dry type transformer.",기계 및 계전품,정보전달,공통-펌프-밸브-배관-탱크-열교환기-공기조화기,공통-panel-cable-변압기-계측기,공통,A67
M0046-0041,건설,새울3-4(신고리5-6),5-6호기공용,기계,공통,검사업체,120VAC용 Receptacle 미설치,2021-12-13,2021-12-13,isjang8770,기타,검사업체,44539,안전등급 송풍기 육안 및 치수검사 중 Inlet Transition Flange 치수가 허용오차 범위를 넘어서서 제작됨. - Inlet Transition Flange 치수 불일치(허용오차 : ±3mm) 1) 승인도면 : 482mm x 330mm 2) 제 작 : 433mm x 382mm,"기술규격서 요건 : 9-683-M250 Rev.1 4.06.E.1.g 항. - g. The 120 Vac control system, including space heaters, lighting and plug receptacles, shall be furnished by the supplier with 480 -120/208 V, 60 Hz, step down Class H insulated dry type transformer.",기계 및 계전품,정보전달,공통-펌프-밸브-배관-탱크-열교환기-공기조화기,공통-panel-cable-변압기-계측기,공통,C02
M0046-0042,건설,새울3-4(신고리5-6),5-6호기공용,기계,공통,검사업체,120VAC용 Receptacle 미설치,2021-12-13,2021-12-13,shimjc98,기타,검사업체,44539,안전등급 송풍기 육안 및 치수검사 중 Inlet Transition Flange 치수가 허용오차 범위를 넘어서서 제작됨. - Inlet Transition Flange 치수 불일치(허용오차 : ±3mm) 1) 승인도면 : 482mm x 330mm 2) 제 작 : 433mm x 382mm,"기술규격서 요건 : 9-683-M250 Rev.1 4.06.E.1.g 항. - g. The 120 Vac control system, including space heaters, lighting and plug receptacles, shall be furnished by the supplier with 480 -120/208 V, 60 Hz, step down Class H insulated dry type transformer.",기계 및 계전품,정보전달,공통-펌프-밸브-배관-탱크-열교환기-공기조화기,공통-panel-cable-변압기-계측기,공통,A59
M0046-0043,건설,새울3-4(신고리5-6),5-6호기공용,기계,공통,검사업체,120VAC용 Receptacle 미설치,2021-12-13,2021-12-13,swparkssv,기타,검사업체,44539,안전등급 송풍기 육안 및 치수검사 중 Inlet Transition Flange 치수가 허용오차 범위를 넘어서서 제작됨. - Inlet Transition Flange 치수 불일치(허용오차 : ±3mm) 1) 승인도면 : 482mm x 330mm 2) 제 작 : 433mm x 382mm,"기술규격서 요건 : 9-683-M250 Rev.1 4.06.E.1.g 항. - g. The 120 Vac control system, including space heaters, lighting and plug receptacles, shall be furnished by the supplier with 480 -120/208 V, 60 Hz, step down Class H insulated dry type transformer.",기계 및 계전품,정보전달,공통-펌프-밸브-배관-탱크-열교환기-공기조화기,공통-panel-cable-변압기-계측기,공통,A09
M0046-0044,건설,새울3-4(신고리5-6),5-6호기공용,기계,공통,검사업체,120VAC용 Receptacle 미설치,2021-12-13,2021-12-13,kimjy0821,기타,검사업체,44539,안전등급 송풍기 육안 및 치수검사 중 Inlet Transition Flange 치수가 허용오차 범위를 넘어서서 제작됨. - Inlet Transition Flange 치수 불일치(허용오차 : ±3mm) 1) 승인도면 : 482mm x 330mm 2) 제 작 : 433mm x 382mm,"기술규격서 요건 : 9-683-M250 Rev.1 4.06.E.1.g 항. - g. The 120 Vac control system, including space heaters, lighting and plug receptacles, shall be furnished by the supplier with 480 -120/208 V, 60 Hz, step down Class H insulated dry type transformer.",기계 및 계전품,정보전달,공통-펌프-밸브-배관-탱크-열교환기-공기조화기,공통-panel-cable-변압기-계측기,공통,A08
M0044-0004,건설,새울3-4(신고리5-6),5-6호기공용,기계,탱크,검사업체,Fuel Oil Day Tank 등 기술규격서 요건 불일치,2021-12-13,2021-12-13,bhibw1751,기타,검사업체,44539,안전등급 송풍기 육안 및 치수검사 중 Inlet Transition Flange 치수가 허용오차 범위를 넘어서서 제작됨. - Inlet Transition Flange 치수 불일치(허용오차 : ±3mm) 1) 승인도면 : 482mm x 330mm 2) 제 작 : 433mm x 382mm,기술규격서 9-593-M262(rev.1) Attachment 4-15 - Attachment 4-15에 명시된 공급사(Manufacture)는 TSM Tech.,Tank등 Supplier Tech Data 적용 품목,정보전달,공통-펌프-밸브-배관-탱크-열교환기-공기조화기,공통-panel-cable-변압기-계측기,공통,C04
M0044-0005,건설,새울3-4(신고리5-6),5-6호기공용,기계,탱크,검사업체,Fuel Oil Day Tank 등 기술규격서 요건 불일치,2021-12-13,2021-12-13,gsfire119,기타,검사업체,44539,안전등급 송풍기 육안 및 치수검사 중 Inlet Transition Flange 치수가 허용오차 범위를 넘어서서 제작됨. - Inlet Transition Flange 치수 불일치(허용오차 : ±3mm) 1) 승인도면 : 482mm x 330mm 2) 제 작 : 433mm x 382mm,기술규격서 9-593-M262(rev.1) Attachment 4-15 - Attachment 4-15에 명시된 공급사(Manufacture)는 TSM Tech.,Tank등 Supplier Tech Data 적용 품목,정보전달,공통-펌프-밸브-배관-탱크-열교환기-공기조화기,공통-panel-cable-변압기-계측기,공통,A38
M0044-0006,건설,새울3-4(신고리5-6),5-6호기공용,기계,탱크,검사업체,Fuel Oil Day Tank 등 기술규격서 요건 불일치,2021-12-13,2021-12-13,vndanehd,기타,검사업체,44539,안전등급 송풍기 육안 및 치수검사 중 Inlet Transition Flange 치수가 허용오차 범위를 넘어서서 제작됨. - Inlet Transition Flange 치수 불일치(허용오차 : ±3mm) 1) 승인도면 : 482mm x 330mm 2) 제 작 : 433mm x 382mm,기술규격서 9-593-M262(rev.1) Attachment 4-15 - Attachment 4-15에 명시된 공급사(Manufacture)는 TSM Tech.,Tank등 Supplier Tech Data 적용 품목,정보전달,공통-펌프-밸브-배관-탱크-열교환기-공기조화기,공통-panel-cable-변압기-계측기,공통,C09
M0044-0007,건설,새울3-4(신고리5-6),5-6호기공용,기계,탱크,검사업체,Fuel Oil Day Tank 등 기술규격서 요건 불일치,2021-12-13,2021-12-13,jiggydogg,기타,검사업체,44539,안전등급 송풍기 육안 및 치수검사 중 Inlet Transition Flange 치수가 허용오차 범위를 넘어서서 제작됨. - Inlet Transition Flange 치수 불일치(허용오차 : ±3mm) 1) 승인도면 : 482mm x 330mm 2) 제 작 : 433mm x 382mm,기술규격서 9-593-M262(rev.1) Attachment 4-15 - Attachment 4-15에 명시된 공급사(Manufacture)는 TSM Tech.,Tank등 Supplier Tech Data 적용 품목,정보전달,공통-펌프-밸브-배관-탱크-열교환기-공기조화기,공통-panel-cable-변압기-계측기,공통,A45
