번호,문서번호,사업구분,납품사업소,호기,분야,소분야,발행기관,제목,등록일,발행일,등록자아이디,지적유형,검토기관,검토일,미흡_우수사항,관련근거,권고사항,대상품목,권고내용,공유분야(기계),공유분야(계전),공유분야(공통_기타),위배 내용
28,M0053-0012,건설,"새울3,4(신고리5,6)","5,6호기공용",기계,공통,검사업체,핵연료 취급설비 용접 각목 부족,2022-12-01,2022-12-01,manilow72,기타,검사업체,2022-10-12," 핵연료 취급설비 Fuel Transfer System 용접 각목 부족 1. 도면 요구사항 : T Joint Filet Weld Size Min. 6mm 2. 적용 용접각장 : 6.5mm 3. 미흡사항 : 용접각장은 6.5mm이상 용접되었으나 2Pass 용접을하여 충분한 각목이 형성되 어야 하나, 1Pass 용접으로 마무리 하고자 하여 용접모양이 오목 (Concave)형상으로 실제 각목이 최소 요구사항인 Min. 4.2mm를 만족하지 못함."," KEPIC MNF 4427 필릿용접부의 형상과 크기 (1) 필릿용접부는 볼록형에서 부터 오목형까지의 형상을 가지게 되는데, 그 형상 및 크기는 그림 MNF 4427을 따라야 한다. 필릿용접부의 곡률운 판정기준이 아니며 측정할 필요가 없다.", 용접부 검사시 Code요건을 확인 및 검사 절차서에 점검항목 추가.  용접작업자 용접후 자체 점검을 할 수 있도록 교육.,기계 품목,정보전달,"공통,펌프,밸브,배관,탱크,열교환기,공기조화기",,,A06
29,M0053-0013,건설,"새울3,4(신고리5,6)","5,6호기공용",기계,공통,검사업체,핵연료 취급설비 용접 각목 부족,2022-12-01,2022-12-01,kntqa702,기타,검사업체,2022-10-12," 핵연료 취급설비 Fuel Transfer System 용접 각목 부족 1. 도면 요구사항 : T Joint Filet Weld Size Min. 6mm 2. 적용 용접각장 : 6.5mm 3. 미흡사항 : 용접각장은 6.5mm이상 용접되었으나 2Pass 용접을하여 충분한 각목이 형성되 어야 하나, 1Pass 용접으로 마무리 하고자 하여 용접모양이 오목 (Concave)형상으로 실제 각목이 최소 요구사항인 Min. 4.2mm를 만족하지 못함."," KEPIC MNF 4427 필릿용접부의 형상과 크기 (1) 필릿용접부는 볼록형에서 부터 오목형까지의 형상을 가지게 되는데, 그 형상 및 크기는 그림 MNF 4427을 따라야 한다. 필릿용접부의 곡률운 판정기준이 아니며 측정할 필요가 없다.", 용접부 검사시 Code요건을 확인 및 검사 절차서에 점검항목 추가.  용접작업자 용접후 자체 점검을 할 수 있도록 교육.,기계 품목,정보전달,"공통,펌프,밸브,배관,탱크,열교환기,공기조화기",,,A06
30,M0053-0014,건설,"새울3,4(신고리5,6)","5,6호기공용",기계,공통,검사업체,핵연료 취급설비 용접 각목 부족,2022-12-01,2022-12-01,bandohoist7,기타,검사업체,2022-10-12," 핵연료 취급설비 Fuel Transfer System 용접 각목 부족 1. 도면 요구사항 : T Joint Filet Weld Size Min. 6mm 2. 적용 용접각장 : 6.5mm 3. 미흡사항 : 용접각장은 6.5mm이상 용접되었으나 2Pass 용접을하여 충분한 각목이 형성되 어야 하나, 1Pass 용접으로 마무리 하고자 하여 용접모양이 오목 (Concave)형상으로 실제 각목이 최소 요구사항인 Min. 4.2mm를 만족하지 못함."," KEPIC MNF 4427 필릿용접부의 형상과 크기 (1) 필릿용접부는 볼록형에서 부터 오목형까지의 형상을 가지게 되는데, 그 형상 및 크기는 그림 MNF 4427을 따라야 한다. 필릿용접부의 곡률운 판정기준이 아니며 측정할 필요가 없다.", 용접부 검사시 Code요건을 확인 및 검사 절차서에 점검항목 추가.  용접작업자 용접후 자체 점검을 할 수 있도록 교육.,기계 품목,정보전달,"공통,펌프,밸브,배관,탱크,열교환기,공기조화기",,,A05
31,M0054-0038,건설,"새울3,4(신고리5,6)","5,6호기공용",기계,공통,검사업체,기술규격서(App. 4K1) 요건 불일치,2022-12-01,2022-12-01,sunae5272,기타,검사업체,2022-10-12, 기술규격서 Appendix 4K1에 따라 Austenite Stainless steel의 TP316L 또는 TP304L (Low Carbon) 자재의 용접에 사용되는 PQR은 ASTM A262 Type A 또는 E의 검사 요건에 따라 IGC(Intergranular Corrosion Test)를 실시하고 관련 내용을 기록하도록 되어 있으나 해당되는 PQR에 누락되어 있음.," 기술규격서 Appendix 4K1 5.13 This Paragraph desctibes the requirements for austenitic stainless steel: A. Test piece welded from each austenitic stainless steel welding procedure (other than those for materials restricted specifically to the low-carbon grades, i.e., 0.03% carbon maximum, the stabilized grades, or where post-weld heat treatment is solution annealed) shall be subjected to the ASTM A262 intergranular corrosion test of Practice ""A"" or ""E"". The welding procedure shall be acceptable for use if the sample passes this test; or, if the sample fails this test of practice ""E"". Documentation of these test results shall be Submitted with each Procedure Qualification Record;", Appendix 4K1적용하는 기기는 PQR상의 해당 요건이 기록되어 있는지 점검.  필요시 WPS & PQR 개정,기계 품목,정보전달,"공통,펌프,밸브,배관,탱크,열교환기,공기조화기",,,A01
32,M0054-0039,건설,"새울3,4(신고리5,6)","5,6호기공용",기계,공통,검사업체,기술규격서(App. 4K1) 요건 불일치,2022-12-01,2022-12-01,81106487,기타,검사업체,2022-10-12, 기술규격서 Appendix 4K1에 따라 Austenite Stainless steel의 TP316L 또는 TP304L (Low Carbon) 자재의 용접에 사용되는 PQR은 ASTM A262 Type A 또는 E의 검사 요건에 따라 IGC(Intergranular Corrosion Test)를 실시하고 관련 내용을 기록하도록 되어 있으나 해당되는 PQR에 누락되어 있음.," 기술규격서 Appendix 4K1 5.13 This Paragraph desctibes the requirements for austenitic stainless steel: A. Test piece welded from each austenitic stainless steel welding procedure (other than those for materials restricted specifically to the low-carbon grades, i.e., 0.03% carbon maximum, the stabilized grades, or where post-weld heat treatment is solution annealed) shall be subjected to the ASTM A262 intergranular corrosion test of Practice ""A"" or ""E"". The welding procedure shall be acceptable for use if the sample passes this test; or, if the sample fails this test of practice ""E"". Documentation of these test results shall be Submitted with each Procedure Qualification Record;", Appendix 4K1적용하는 기기는 PQR상의 해당 요건이 기록되어 있는지 점검.  필요시 WPS & PQR 개정,기계 품목,정보전달,"공통,펌프,밸브,배관,탱크,열교환기,공기조화기",,,A03
33,M0054-0040,건설,"새울3,4(신고리5,6)","5,6호기공용",기계,공통,검사업체,기술규격서(App. 4K1) 요건 불일치,2022-12-01,2022-12-01,jspark,기타,검사업체,2022-10-12, 기술규격서 Appendix 4K1에 따라 Austenite Stainless steel의 TP316L 또는 TP304L (Low Carbon) 자재의 용접에 사용되는 PQR은 ASTM A262 Type A 또는 E의 검사 요건에 따라 IGC(Intergranular Corrosion Test)를 실시하고 관련 내용을 기록하도록 되어 있으나 해당되는 PQR에 누락되어 있음.," 기술규격서 Appendix 4K1 5.13 This Paragraph desctibes the requirements for austenitic stainless steel: A. Test piece welded from each austenitic stainless steel welding procedure (other than those for materials restricted specifically to the low-carbon grades, i.e., 0.03% carbon maximum, the stabilized grades, or where post-weld heat treatment is solution annealed) shall be subjected to the ASTM A262 intergranular corrosion test of Practice ""A"" or ""E"". The welding procedure shall be acceptable for use if the sample passes this test; or, if the sample fails this test of practice ""E"". Documentation of these test results shall be Submitted with each Procedure Qualification Record;", Appendix 4K1적용하는 기기는 PQR상의 해당 요건이 기록되어 있는지 점검.  필요시 WPS & PQR 개정,기계 품목,정보전달,"공통,펌프,밸브,배관,탱크,열교환기,공기조화기",,,A08
34,M0054-0041,건설,"새울3,4(신고리5,6)","5,6호기공용",기계,공통,검사업체,기술규격서(App. 4K1) 요건 불일치,2022-12-01,2022-12-01,unicorn95,기타,검사업체,2022-10-12, 기술규격서 Appendix 4K1에 따라 Austenite Stainless steel의 TP316L 또는 TP304L (Low Carbon) 자재의 용접에 사용되는 PQR은 ASTM A262 Type A 또는 E의 검사 요건에 따라 IGC(Intergranular Corrosion Test)를 실시하고 관련 내용을 기록하도록 되어 있으나 해당되는 PQR에 누락되어 있음.," 기술규격서 Appendix 4K1 5.13 This Paragraph desctibes the requirements for austenitic stainless steel: A. Test piece welded from each austenitic stainless steel welding procedure (other than those for materials restricted specifically to the low-carbon grades, i.e., 0.03% carbon maximum, the stabilized grades, or where post-weld heat treatment is solution annealed) shall be subjected to the ASTM A262 intergranular corrosion test of Practice ""A"" or ""E"". The welding procedure shall be acceptable for use if the sample passes this test; or, if the sample fails this test of practice ""E"". Documentation of these test results shall be Submitted with each Procedure Qualification Record;", Appendix 4K1적용하는 기기는 PQR상의 해당 요건이 기록되어 있는지 점검.  필요시 WPS & PQR 개정,기계 품목,정보전달,"공통,펌프,밸브,배관,탱크,열교환기,공기조화기",,,C12
35,M0054-0042,건설,"새울3,4(신고리5,6)","5,6호기공용",기계,공통,검사업체,기술규격서(App. 4K1) 요건 불일치,2022-12-01,2022-12-01,sys230314,기타,검사업체,2022-10-12, 기술규격서 Appendix 4K1에 따라 Austenite Stainless steel의 TP316L 또는 TP304L (Low Carbon) 자재의 용접에 사용되는 PQR은 ASTM A262 Type A 또는 E의 검사 요건에 따라 IGC(Intergranular Corrosion Test)를 실시하고 관련 내용을 기록하도록 되어 있으나 해당되는 PQR에 누락되어 있음.," 기술규격서 Appendix 4K1 5.13 This Paragraph desctibes the requirements for austenitic stainless steel: A. Test piece welded from each austenitic stainless steel welding procedure (other than those for materials restricted specifically to the low-carbon grades, i.e., 0.03% carbon maximum, the stabilized grades, or where post-weld heat treatment is solution annealed) shall be subjected to the ASTM A262 intergranular corrosion test of Practice ""A"" or ""E"". The welding procedure shall be acceptable for use if the sample passes this test; or, if the sample fails this test of practice ""E"". Documentation of these test results shall be Submitted with each Procedure Qualification Record;", Appendix 4K1적용하는 기기는 PQR상의 해당 요건이 기록되어 있는지 점검.  필요시 WPS & PQR 개정,기계 품목,정보전달,"공통,펌프,밸브,배관,탱크,열교환기,공기조화기",,,A05
36,E0017-0021,건설,"새울3,4(신고리5,6)","5,6호기공용",계전,panel,검사업체,Crane and Hoist용 MCCB 시험성적서 불일치,2022-12-01,2022-12-01,voda7231,NCR,검사업체,2022-10-12," Crane & Hoist에 기술규격서상에 명시된 규격이 아닌 다른 기준이 적용된 MCCB를 사용함 1. 기술규격서 요건 : UL-489 2. 시험성적서 적용 : IEC 60947-2, KS C8321", 기술규격서 9-683-M250 4.06.E.5.a Molded case circuit breakers a. The breakers shall be built and tested in accordance with UL-489.," 기술규격서 검토시 부품별 요건을 식별하여, 공급사 구매시방서상에 포함하도록 권고  기술규격서의 요건을 부서별로 검토하여 중요한 정보는 공유",Control Panel,정보전달,,"공통,panel,cable,변압기,계측기",,C04
37,E0017-0022,건설,"새울3,4(신고리5,6)","5,6호기공용",계전,panel,검사업체,Crane and Hoist용 MCCB 시험성적서 불일치,2022-12-01,2022-12-01,chokh1230,NCR,검사업체,2022-10-12," Crane & Hoist에 기술규격서상에 명시된 규격이 아닌 다른 기준이 적용된 MCCB를 사용함 1. 기술규격서 요건 : UL-489 2. 시험성적서 적용 : IEC 60947-2, KS C8321", 기술규격서 9-683-M250 4.06.E.5.a Molded case circuit breakers a. The breakers shall be built and tested in accordance with UL-489.," 기술규격서 검토시 부품별 요건을 식별하여, 공급사 구매시방서상에 포함하도록 권고  기술규격서의 요건을 부서별로 검토하여 중요한 정보는 공유",Control Panel,정보전달,,"공통,panel,cable,변압기,계측기",,C07
38,E0017-0023,건설,"새울3,4(신고리5,6)","5,6호기공용",계전,panel,검사업체,Crane and Hoist용 MCCB 시험성적서 불일치,2022-12-01,2022-12-01,pulshawk,NCR,검사업체,2022-10-12," Crane & Hoist에 기술규격서상에 명시된 규격이 아닌 다른 기준이 적용된 MCCB를 사용함 1. 기술규격서 요건 : UL-489 2. 시험성적서 적용 : IEC 60947-2, KS C8321", 기술규격서 9-683-M250 4.06.E.5.a Molded case circuit breakers a. The breakers shall be built and tested in accordance with UL-489.," 기술규격서 검토시 부품별 요건을 식별하여, 공급사 구매시방서상에 포함하도록 권고  기술규격서의 요건을 부서별로 검토하여 중요한 정보는 공유",Control Panel,정보전달,,"공통,panel,cable,변압기,계측기",,A09
39,E0017-0024,건설,"새울3,4(신고리5,6)","5,6호기공용",계전,panel,검사업체,Crane and Hoist용 MCCB 시험성적서 불일치,2022-12-01,2022-12-01,lsisjwchoi,NCR,검사업체,2022-10-12," Crane & Hoist에 기술규격서상에 명시된 규격이 아닌 다른 기준이 적용된 MCCB를 사용함 1. 기술규격서 요건 : UL-489 2. 시험성적서 적용 : IEC 60947-2, KS C8321", 기술규격서 9-683-M250 4.06.E.5.a Molded case circuit breakers a. The breakers shall be built and tested in accordance with UL-489.," 기술규격서 검토시 부품별 요건을 식별하여, 공급사 구매시방서상에 포함하도록 권고  기술규격서의 요건을 부서별로 검토하여 중요한 정보는 공유",Control Panel,정보전달,,"공통,panel,cable,변압기,계측기",,A08
40,E0017-0025,건설,"새울3,4(신고리5,6)","5,6호기공용",계전,panel,검사업체,Crane and Hoist용 MCCB 시험성적서 불일치,2022-12-01,2022-12-01,kjh0102179,NCR,검사업체,2022-10-12," Crane & Hoist에 기술규격서상에 명시된 규격이 아닌 다른 기준이 적용된 MCCB를 사용함 1. 기술규격서 요건 : UL-489 2. 시험성적서 적용 : IEC 60947-2, KS C8321", 기술규격서 9-683-M250 4.06.E.5.a Molded case circuit breakers a. The breakers shall be built and tested in accordance with UL-489.," 기술규격서 검토시 부품별 요건을 식별하여, 공급사 구매시방서상에 포함하도록 권고  기술규격서의 요건을 부서별로 검토하여 중요한 정보는 공유",Control Panel,정보전달,,"공통,panel,cable,변압기,계측기",,C11
41,E0017-0026,건설,"새울3,4(신고리5,6)","5,6호기공용",계전,panel,검사업체,Crane and Hoist용 MCCB 시험성적서 불일치,2022-12-01,2022-12-01,yurim305,NCR,검사업체,2022-10-12," Crane & Hoist에 기술규격서상에 명시된 규격이 아닌 다른 기준이 적용된 MCCB를 사용함 1. 기술규격서 요건 : UL-489 2. 시험성적서 적용 : IEC 60947-2, KS C8321", 기술규격서 9-683-M250 4.06.E.5.a Molded case circuit breakers a. The breakers shall be built and tested in accordance with UL-489.," 기술규격서 검토시 부품별 요건을 식별하여, 공급사 구매시방서상에 포함하도록 권고  기술규격서의 요건을 부서별로 검토하여 중요한 정보는 공유",Control Panel,정보전달,,"공통,panel,cable,변압기,계측기",,C10
